relatedClaimNumberText,officeActionDate,createUserIdentifier,applicantCitedExaminerReferenceIndicator,kindCode,nplIndicator,workGroupNumber,patentApplicationNumber,officeActionCategory,groupArtUnitNumber,qualitySummaryText,createDateTime,techCenter,countryCode,passageLocationText,obsoleteDocumentIdentifier,id,citationCategoryCode,examinerCitedReferenceIndicator,publicationNumber,inventorNameText,citedDocumentIdentifier
"35,45",2022-12-29,ETL_SYS,False,A1,False,2410,16768595,CTFR,2414,AOK,2025-01-13 14:32:11,2400,US,"['paragraph [0002-0004 and 0021])|c. 103|section 102|figure 1-3|claim 31 and 41|claims 28 and 38|paragraph [0009-0017])|c. 102|claim 28 and 38|claims 35 and 45|paragraph [0002-0013])|claim 34 and 44|claims 28, 33-38 and 43-47|paragraph [0021-0026])|claim 30 and 40|claims 34 and 44|paragraph [0008-0009, 0060-0063, 0087]|claim 28|claims 29-32 and 39-42|paragraph [0008-00020 and 0068])|claim 29 and 39|claims 37 and 47|paragraph [0001-0008])|claim 5|claims 28-47|paragraph [0001-0013])|claim 38|claims 36 and 46|paragraph [0006-0012])|claim 32 and 42|claims 33 and 43|claim 37 and 47|claim 35 and 45|claim 33 and 43|claim 36 and 46|paragraph [0002-0004 and 0021])|c. 103|section 102|figure 1-3|claim 31 and 41|claims 28 and 38|paragraph [0009-0017])|c. 102|claim 28 and 38|claims 35 and 45|paragraph [0002-0013])|claim 34 and 44|claims 28, 33-38 and 43-47|paragraph [0021-0026])|claim 30 and 40|claims 34 and 44|paragraph [0008-0009, 0060-0063, 0087]|claim 28|claims 29-32 and 39-42|paragraph [0008-00020 and 0068])|claim 29 and 39|claims 37 and 47|paragraph [0001-0008])|claim 5|claims 28-47|paragraph [0001-0013])|claim 38|claims 36 and 46|paragraph [0006-0012])|claim 32 and 42|claims 33 and 43|claim 37 and 47|claim 33 and 43|claim 35 and 45|claim 36 and 46']",LC6BYS9FXBLUEX4,b01e2c3f0c03419fabde35a2566e8cf3,X,True,20180124643,Gupta; Ranjeet,US 20180124643 A1
"1-5,12-14,17-18,21,24",2020-10-13,ETL_SYS,False,,True,2470,15958831,CTFR,2471,#6: NPL was used in the rejection,2025-01-13 14:32:11,2400,,"['page 48|col. 3rd|c. 103|section 102|figure 2|fig. 1|f.2d|claim 3|claims 9, 16, 20|page 13|figure 3g|fig. 4|f.3d|claim 21|claims 7, 19|page 15|fig. 28|claim 1|claims 1 and 5|page 14|fig. 2|claim 22|claims 1-5, 12-14 and 17-18|fig. 3g|claim 2|claims 1-24|claim 5, 14, 17|claims 4, 13, 18|claim 5|claims 5, 14|claim 8|claims 1, 12|claim 4, 13, 18|claims 6, 15|claim 4']",KG106T41DFLYX10,e8a7c180decb0acf5577995be4bbe293,X,False,,,
"5,15",2020-09-08,ETL_SYS,False,A1,False,2490,16034199,CTNF,2495,AOK,2025-01-13 14:32:11,2400,US,,KEMYBZH4RXEAPX0,12f922af3862a1176f262f91467be7a3,X,True,20150082391,Lerman; Howard,US 20150082391 A1
1,2024-11-26,ETL_SYS,False,A1,False,2450,17978146,CTFR,2453,AOK,2025-01-13 14:32:11,2400,US,"['paragraph 49, 75-76)|column 11|c. 103|section 102|lines 43-67)|fig. 5a|f 7:30am|claim 10|claims 1-20|paragraph 50, 97, 186, 188-189)|column 12|lines 1-5)|fig. 3)|claim 9|paragraph 190, 203)|column 2|lines 4-20)|claim 4|paragraph 222)|column 3|lines 21-34)|claim 1|paragraph 26, 220, 267)|column 4|lines 5-13)|claim 8|paragraph 50, 186, 188-189)|column 13|lines 2-11))|claim 7|paragraph 4-5)|lines 2-11)|claim 5|paragraph 76)|lines 28-36)|claim 6|paragraph 186, 188-189)|claim 2|paragraph 76, 97)|claim 3|paragraph 125-126, 203, 204, 206)|paragraph 220-221)|paragraph 221, 219-220, 222)|paragraph 222, 225)|paragraph 21|paragraph 58)|paragraph 54-55)|paragraph 188-190)|paragraph 190, 203, 267)|paragraph 183, 288, 289)|paragraph 288)|paragraph 285, 288)|paragraph 108, 113, 206)|paragraph 97)|paragraph 64)|paragraph 5)|paragraph 4-5, 39, 42)|paragraph 4-5, 39-42)|paragraph 186-190)|paragraph 340-341, 346-347)|paragraph 54-55, 56, 58)|paragraph 49, 75-76)|column 11|c. 103|section 102|lines 43-67)|fig. 5a|f 7:30am|claim 10|claims 1-20|paragraph 50, 97, 186, 188-189)|column 12|lines 1-5)|fig. 3)|claim 9|paragraph 190, 203)|column 2|lines 4-20)|claim 4|paragraph 222)|column 3|lines 21-34)|claim 1|paragraph 26, 220, 267)|column 4|lines 5-13)|claim 8|paragraph 50, 186, 188-189)|column 13|lines 2-11))|claim 7|paragraph 4-5)|lines 2-11)|claim 5|paragraph 125-126, 203, 204, 206)|lines 28-36)|claim 6|paragraph 76)|claim 2|paragraph 186, 188-189)|claim 3|paragraph 76, 97)|paragraph 220-221)|paragraph 221, 219-220, 222)|paragraph 222, 225)|paragraph 21|paragraph 58)|paragraph 54-55)|paragraph 188-190)|paragraph 190, 203, 267)|paragraph 183, 288, 289)|paragraph 288)|paragraph 285, 288)|paragraph 108, 113, 206)|paragraph 97)|paragraph 64)|paragraph 5)|paragraph 4-5, 39, 42)|paragraph 4-5, 39-42)|paragraph 186-190)|paragraph 340-341, 346-347)|paragraph 54-55, 56, 58)']",M3SZV1ADWFYGX59,4716b3275fd5e54f509101f220517189,X,True,20120089740,Yin; Yuejing,US 20120089740 A1
"1,4,8",2024-11-18,ETL_SYS,False,A1,False,2430,17461878,CTNF,2437,AOK,2025-01-13 14:32:11,2400,US,"['para[0963]|c. 102 and 103|section 102|lines 142a|fig. 3)|claim 7|claims 1, 4|para[0091]|c. 103|fig. 3|claim 1|claims 1, 8|para[0965]|fig. 10)|claim 4|claims 1, 7-8|para[1238]|fig. 10|claim 8|claims 1 and 8|para [0043]|fig. 4|para[0053]|fig. 2|para[0066]|para[0983]|para[0085]|para[0054]|para [1238])|para[0094]|para[35-36])|para [0050-0051]|para[0049]|para[0039]|para[28-32]|para[094]|para[62])|para[0047]|para [0441]|para[1206]|para [0051]']",M3HL1EJVWFYGX62,d9113f7295e360e7757fca8925a1609d,X,True,20230384154,LEE; Min Soo,US 20230384154 A1
"1,4,7-8",2024-11-18,ETL_SYS,False,,False,2430,17461878,CTNF,2437,AOK,2025-01-13 14:32:11,2400,,"['para[0963]|c. 102 and 103|section 102|lines 142a|fig. 3)|claim 7|claims 1, 4|para[0091]|c. 103|fig. 3|claim 1|claims 1, 8|para[0965]|fig. 10)|claim 4|claims 1, 7-8|para[1238]|fig. 10|claim 8|claims 1 and 8|para [0043]|fig. 4|para[0053]|fig. 2|para[0066]|para[0983]|para[0085]|para[0054]|para [1238])|para[0094]|para[35-36])|para [0050-0051]|para[0049]|para[0039]|para[28-32]|para[094]|para[62])|para[0047]|para [0441]|para[1206]|para [0051]']",M3HL1EJVWFYGX62,cecb54fc0f659ec0115abc77969805fd,X,False,,,
1-16,2024-11-08,ETL_SYS,False,,False,2420,18213374,CTNF,2425,AOK,2025-01-13 14:32:11,2400,,"['c. 103|section 102|fig. 1, [0015], [0016])|figs. 2b|f 6a|claim 2|claims 13 and 14|c. 102 and 103|fig. 1|claim 3|claims 1-16|c. 102|fig. 2a|claim 13|claims 1-5, 10, 15 and 16|claim 1|claims 6-9, 11 and 12|claim 5|claim 4']",M3695R56WFYGX59,cd7d732f44df8be61cef6f835b4add81,X,False,,,
"3,7",2024-11-14,ETL_SYS,False,A1,False,2470,18329767,CTFR,2476,AOK,2025-01-13 14:32:11,2400,US,"['p. 37)|pages 4-10|f.3d|claim 8|claims1-12|p.37|f.2d|claim 12|claims 1, 2, 4, 12, 15, 18|claim 11|claims 3|claim 30|claim 6|claim 2|claim 9|claim 1|claim 3|claim 5|claim 4|claim 7']",M3EMPOGLWFYGX60,7aa7410ca10ccb1b33467c5127714e05,X,True,20210392658,Thangarasa; Santhan,US 20210392658 A1
"91-93,99-100",2020-01-09,ETL_SYS,False,,False,2430,15682582,CTNF,2438,AOK,2025-01-13 14:32:11,2400,,"['para. [0069])|paras. [0072], [0075], [0077])|col. 30|c. 112|section 102|ll. 10-45|claim 100|claims 91-93 and 99-100)|col. 31|c. 132|ll. 20-36|claim 92|claims 99 and 100|col. 44|c. 103|ll. 35-44|claim 91|claims 91-93 and 99|c. 102|claim 99|claims 1-75|claim 93|claims 76-100|claims 91 and 99']",K54FRRWMRXEAPX1,cfc9b36d2b889c5fec2768a4a35d755d,X,False,,,
12,2021-09-16,ETL_SYS,False,,False,2460,16871726,CTNF,2463,AOK,2025-01-13 14:32:11,2400,,"['paragraph [0156]|paragraphs [0118]-[0123]|c. 103|fig. 4, [0156]|claim 1|claims 11 and 21|paragraphs [0116]-[0123]|c. 102|fig. 9, [0183]|claim 8|claims 1-10, 12|paragraphs [0116]-[0126]|c. 101|fig. 11, [0198]|claim 3|paragraphs [0018], [0029], [0054]|fig. 17, [0154]-[0157]|claim 5|claim 6|claim 7|claim 9|claim 20|claim 4|claim 21|claim 2']",KTK5V8Q8LDFLYX4,5a6e2c7ea9bfc1ce1196c6ecb866b931,X,False,,,
1-6,2022-12-12,ETL_SYS,False,,False,2430,16969263,CTNF,2439,AOK,2025-01-13 14:32:11,2400,,"['paragraph 0034|paragraphs 0029-0030|col. 8|c. 112|line 62|lines 40-47|fig. 2|claim 3|claims 1-6|col. 9|c. 103|line 6|claim 1|claims 1 and 4|c. 102|claim 6|claims 2, 3, 5 and 6|c. 101|claim 5|claim 2|claim 4|paragraph 0034|paragraphs 0029-0030|col. 8|c. 112|line 62|lines 40-47|fig. 2|claim 3|claims 1-6|col. 9|c. 103|line 6|claim 1|claims 1 and 4|c. 102|claim 6|claims 2, 3, 5 and 6|c. 101|claim 2|claim 5|claim 4']",LBF3JD0YXBLUEX0,885bc45d74581370237dbddbb2197df5,X,False,,,
"1-2,4-14,26",2021-03-09,ETL_SYS,False,,False,2460,16668274,CTNF,2461,AOK,2025-01-13 14:32:11,2400,,"['col. 12|c. 103|section 102|line 3|lines 48-53|fig. 1b|claim 12|claims 11-12|col. 15|c. 112|lines 13-39|fig. 1a|claim 28|claims 27-29|col. 4|lines 14-18|claim 6|claims 1-2, 4-5, 7-8, 10|col. 5|lines 41-50|claim 5|claims 1-14|col. 7|lines 60-67|claim 13|claims 15-23|lines 4-5|claim 3|claims 26-29|claim 2|claim 8|claim 10|claim 4|claim 1|claim 9|claim 7']",KLWP1GHODFLYX10,5779fe1c32ce53ff7a77691a4b0fc8aa,X,False,,,
"1-4,7-9,11-15",2021-05-19,ETL_SYS,False,,False,2480,17136261,CTNF,2486,AOK,2025-01-13 14:32:11,2400,,"['paragraph [0147]|p. 2|c. 103|section 102|lines 3-5|f.3d|claim 6|claims 1-2, 6-7|c. 101|claim 1|claims 11-15|c. 102|claim 5|claims 3-4, 8-9|c. 119|claim 7|claims 2, 7|claim 2|claims 5 and 15']",KOTBPSAMLDFLYX4,a8203b367b339be234acc266b989411d,X,False,,,
"1-7,9-10,12-13,15-17,20",2023-06-29,ETL_SYS,False,,False,2470,17414322,CTNF,2477,AOK,2025-01-13 14:32:11,2400,,"['c. 112|section 102|claim 7, 3|claims 1-7, 9, 10, 12, 13, 15-17|c. 102|claim 5|claims 18 and 19|c. 103|claim 2|claims 1-19|claim 9|claims 1 and 17|claim 6|claims 8, 11|claim 13|claims 1-20|claim 12|claims 3 and 4|claim 10|claims 15 and 16']",LJEFKTSIGREENX3,0577ae09b0006781737e02c4f801f1ba,X,False,,,
11,2023-06-21,ETL_SYS,False,,False,2420,17543927,CTNF,2422,AOK,2025-01-13 14:32:11,2400,,['par. 59)|pars. 6 and 7s)|page 15|c. 103|section 102|line 9|claim 11|claims 8 and 9|line 14|claim 1|claims 2 and 3|claim 4|claims 6 and 7|claim 5'],LIYK4UWUXBLUEX0,a8eb463a3fd3013f152dd9a669d64fe6,X,False,,,
1-18,2023-07-13,ETL_SYS,False,,False,2480,17557653,CTNF,2481,AOK,2025-01-13 14:32:11,2400,,['c. 102|claim 1|claims 4-18|c. 103|claim 2|claims 1-3|claims 1-20|claims 19 and 20'],LJY8B9GUGREENX3,0ce54fada27b7f25f172131b81fb36cb,X,False,,,
"5,10,15,20",2021-12-21,ETL_SYS,False,,False,2460,17005338,CTNF,2461,AOK,2025-01-13 14:32:11,2400,,"['paragraph 75|paragraphs 55-57|page 21|pages 4-5|c. 112|line 2|lines 5-6|figure 3a|figures 1 and 6|claim 15|claims 6 and 16|paragraph 71-72|paragraphs 273-275|page 5|pages 6-7|c. 102|line 7|claim 13|claims 5 and 15|paragraphs 61-62|page 6|pages 5-7|claim 11|claims 2, 7, 12|paragraphs 73-74|page 7|pages 5-6|claim 20|claims 10 and 20|paragraphs 76-77|claim 18|claims 5, 10, 15|paragraphs 73-78|claim 16|claims 1-20|paragraphs 63-78|claim 10|claims 4, 9, 14|paragraphs 77-78|claim 8|claims 3, 8, 13|paragraphs 73-75|claim 6|claims 1 and 11|paragraphs 61-74|claim 5|claim 3|claim 1']",KXAGI0EWLDFLYX7,e8f09cb8ae219096c87ea7e7a355a2ec,X,False,,,
1-20,2024-07-05,ETL_SYS,False,,False,2430,17741862,CTFR,2435,AOK,2025-01-13 14:32:11,2400,,"['paragraph [0027]|c. 103|section 102|figure 9|claim 4 and 15|claims 1-20|paragraph [0046-0047]|figure 11|claim 3|claims 1,5-8,12 and 16-18|paragraph [0040-0041]|figure 1|claim 14|paragraph [0021]|claim 11|paragraph [0020]|claim 9|paragraph [0035])|claim 7 and 18|paragraph [0035]|claim 1|paragraph [0198]|claim 5 and 16|paragraph [0007])|claim 6 and 17|paragraph [0138]|claim 8|paragraph [0036-0037]|claim 2 and 13|paragraph [0040]|claim 20|paragraph [0133]|paragraph [0132])|paragraph [0023-0024]|paragraph [0069]']",LY4RVUMWXBLUEX8,9f5d2d16a37df1b247a6057e7a075c51,X,False,,,
"1-20,396",2024-12-05,ETL_SYS,False,,False,2470,18443654,CTNF,2476,AOK,2025-01-13 14:32:11,2400,,"['col. 3|lines 21-33)|f 8:00-4:30|claim 1|claims 2, 4, 6-8, 10, 12, 14-16, 18, 20|lines 20-28)|f.3d|claims 1, 3, 5, 9, 11, 13, 17, 19|lines 8-11)|f.2d|claims 1, 5, 7, 1, 5, 7, 1, 5|lines 12-19)']",M48HDZK2WFYGX52,f743d233c2e681a56f5d7b0cf12dc31f,X,False,,,
1,2024-12-05,ETL_SYS,False,,False,2470,18443654,CTNF,2476,AOK,2025-01-13 14:32:11,2400,US,"['col. 3|lines 21-33)|f 8:00-4:30|claim 1|claims 2, 4, 6-8, 10, 12, 14-16, 18, 20|lines 20-28)|f.3d|claims 1, 3, 5, 9, 11, 13, 17, 19|lines 8-11)|f.2d|claims 1, 5, 7, 1, 5, 7, 1, 5|lines 12-19)']",M48HDZK2WFYGX52,e39bb9d7f93213567cd7fc664b5b5da5,X,True,5157610,Asano,US 5157610
1,2024-12-05,ETL_SYS,False,,False,2470,18443654,CTNF,2476,AOK,2025-01-13 14:32:11,2400,US,"['col. 3|lines 21-33)|f 8:00-4:30|claim 1|claims 2, 4, 6-8, 10, 12, 14-16, 18, 20|lines 20-28)|f.3d|claims 1, 3, 5, 9, 11, 13, 17, 19|lines 8-11)|f.2d|claims 1, 5, 7, 1, 5, 7, 1, 5|lines 12-19)']",M48HDZK2WFYGX52,31b1e3051347d76b5a8db6dffa813bb9,X,True,20210368438,Li,US 20210368438
26-45,2020-08-19,ETL_SYS,False,,False,2440,16530898,CTNF,2447,AOK,2025-01-13 14:32:11,2400,,,KDYVLW6XRXEAPX3,d243dfe06bb1b677dc845d1aa07835ef,X,False,,,
"26,32",2022-06-08,ETL_SYS,False,,False,2460,16835668,CTFR,2466,AOK,2025-01-13 14:32:11,2400,,"['paragraph [0098] and [0110]|par. 59|paragraphs [0098] and [0110]|page 6|c. 112|fig. 12|claim 22|claims 26|paragraph [0098]|par. 62|c. 102|claim 33|claims 34-41|paragraph [0110]|c. 103|claim 30|claims 22-25, 27-31|claim 32|claims 34- 41|claim 29|claim 31|claim 24|claim 27|claim 23|claim 1|claim 28|claim 25|claim 26']",L430Z06IXBLUEX0,393a3156f444c92f2570a91686cd60b4,X,False,,,
"1-3,5,11-13,15",2023-05-25,ETL_SYS,False,A1,False,2490,17357959,CTNF,2497,AOK,2025-01-13 14:32:11,2400,US,"['c. 103|claims 1-3, 5, 11-13 and 15']",LI0PTVB1XBLUEX5,9088c1c198fb250fbab27947b86cefd3,X,True,20190164153,Agrawal; Shashank,US 20190164153 A1
"4,6-10,14,16-20",2023-05-25,ETL_SYS,False,,False,2490,17357959,CTNF,2497,AOK,2025-01-13 14:32:11,2400,,"['c. 103|claims 1-3, 5, 11-13 and 15']",LI0PTVB1XBLUEX5,6768df41fefcc5bffc6d3c71a719e559,X,False,,,
1-20,2024-05-30,ETL_SYS,False,,False,2490,17403778,CTNF,2492,AOK,2025-01-13 14:32:11,2400,,['page 5)|c. 102 and 103|section 102|fig. 1|f.3d|claim 1|claims 1-20|page 6)|c. 103|fig. 3|f.2d|claim 2|claims 12-20|page 9)|fig. 2|claim 3|claim 6|claim 8'],LWQEVWLRGREENX5,a0285da74453b15d9cca653689857ce2,X,False,,,
"1-5,7-15,17-21,23",2024-04-01,ETL_SYS,False,,False,2470,17754728,CTNF,2474,AOK,2025-01-13 14:32:11,2400,,"['c. 119|section 151|figure 2|f 5:00|claim 1|claims 1-5, 7-15, 17-21|c. 102 and 103|section 122|figure 3|claim 2|claims 1-5 and 7-10|c. 102|figure 10|claim 3|claims 12-15 and 17-20|claim 4|claims 2-5 and 7-10|claim 5|claim 7|claim 8|claim 9']",LUBD47MVXBLUEX7,854488da6cd3101362c773fe58df1740,X,False,,,
"37,47",2022-12-29,ETL_SYS,False,A1,False,2410,16768595,CTFR,2414,AOK,2025-01-13 14:32:11,2400,US,"['paragraph [0002-0004 and 0021])|c. 103|section 102|figure 1-3|claim 31 and 41|claims 28 and 38|paragraph [0009-0017])|c. 102|claim 28 and 38|claims 35 and 45|paragraph [0002-0013])|claim 34 and 44|claims 28, 33-38 and 43-47|paragraph [0021-0026])|claim 30 and 40|claims 34 and 44|paragraph [0008-0009, 0060-0063, 0087]|claim 28|claims 29-32 and 39-42|paragraph [0008-00020 and 0068])|claim 29 and 39|claims 37 and 47|paragraph [0001-0008])|claim 5|claims 28-47|paragraph [0001-0013])|claim 38|claims 36 and 46|paragraph [0006-0012])|claim 32 and 42|claims 33 and 43|claim 37 and 47|claim 35 and 45|claim 33 and 43|claim 36 and 46|paragraph [0002-0004 and 0021])|c. 103|section 102|figure 1-3|claim 31 and 41|claims 28 and 38|paragraph [0009-0017])|c. 102|claim 28 and 38|claims 35 and 45|paragraph [0002-0013])|claim 34 and 44|claims 28, 33-38 and 43-47|paragraph [0021-0026])|claim 30 and 40|claims 34 and 44|paragraph [0008-0009, 0060-0063, 0087]|claim 28|claims 29-32 and 39-42|paragraph [0008-00020 and 0068])|claim 29 and 39|claims 37 and 47|paragraph [0001-0008])|claim 5|claims 28-47|paragraph [0001-0013])|claim 38|claims 36 and 46|paragraph [0006-0012])|claim 32 and 42|claims 33 and 43|claim 37 and 47|claim 33 and 43|claim 35 and 45|claim 36 and 46']",LC6BYS9FXBLUEX4,1a758f24610842ec891469b38d6db512,X,True,20160057693,Nagata; Satoshi,US 20160057693 A1
"5-6,11,15-16,21,24,26,29",2023-02-24,ETL_SYS,False,,False,2410,17191077,CTFR,2414,AOK,2025-01-13 14:32:11,2400,,"['c. 112|section 102|figure 1|figures 2a|claim 21|claims 6 and 16|c. 103|figures 12 and 19|claim 1|claims 3, 13, 23 and 28|figures 3a|claim 5|claims 2, 12, 22 and 27|figures 16 and 21|claim 2|claims 8, 18, 25 and 30|claim 4|claims 7 and 17|claim 6|claims 21-25|claim 7|claims 10 and 20|claim 8|claims 4 and 14|claim 9|claims 5, 15, 24 and 29|claim 3|claims 9 and 19|c. 112|section 102|figure 1|figures 2a|claim 21|claims 6 and 16|c. 103|figures 12 and 19|claim 1|claims 2, 12, 22 and 27|figures 3a|claim 5|claims 8, 18, 25 and 30|figures 16 and 21|claim 2|claims 3, 13, 23 and 28|claim 4|claims 7 and 17|claim 6|claims 21-25|claim 7|claims 10 and 20|claim 8|claims 4 and 14|claim 9|claims 5, 15, 24 and 29|claim 3|claims 9 and 19']",LEFWRNOCGREENX1,5a27032ccf9fc946312bed33dce93662,X,False,,,
8-9,2023-10-02,ETL_SYS,False,A1,False,2470,17272405,CTNF,2474,AOK,2025-01-13 14:32:11,2400,US,"['p. 47|c. 103|ll. 6-15|fig. 16|claim 18|claims 7, 19, 24|p. 54|c. 102|ll. 19-33|fig. 5|claim 16|p. 35|ll. 20-24|claim 5|p. 46|ll. 10-12|claim 1|p. 17|ll. 1-3|claim 4|p. 16|ll. 18-21|claim 20|p. 31|ll. 5-6|claim 2|p. 15|ll. 18-36|claim 31|p. 51|ll. 10-19|claim 32|p. 36|ll. 1-7|claim 6|p. 65|ll. 28-36|claim 30|p. 24|ll. 19-21|claim 8|p. 32|ll. 16-17|claim 9|claim 3']",LN3HBBR4XBLUEX0,f96f788535fa3af3828f6151f7540ff9,X,True,20210136699,Scholand; Tobias,US 20210136699 A1
4-5,2023-10-24,ETL_SYS,False,,True,2480,17700196,CTFR,2482,#6: NPL was used in the rejection,2025-01-13 14:32:11,2400,,,LNYN5YB3XBLUEX3,32d95032b3da5c0cf7a07344497c41e5,X,False,,,
3-5,2023-10-24,ETL_SYS,False,,True,2480,17700196,CTFR,2482,#6: NPL was used in the rejection,2025-01-13 14:32:11,2400,,,LNYN5YB3XBLUEX3,885ac0f2886365ef023d48f6d92f07e9,X,True,,,
"1-6,8-10",2021-08-09,ETL_SYS,False,,False,2410,15672978,CTNF,2412,AOK,2025-01-13 14:32:11,2400,,"['c. 103|fig. 13|claim 4|claims 1-6, 8-10|claim 3|claims 1, 8|claim 7|claim 5|claim 6|claim 10|claim 2|claim 1|claim 9|claim 8|c. 103|fig. 13|claim 4|claims 1-6, 8-10|claim 3, 4|claims 1, 8|claim 7|claim 5|claim 3, 8|claim 6|claim 10|claim 2|claim 1|claim 9|claim 3|claim 8|c. 103|fig. 13|claim 4|claims 1-6, 8-10|claim 3|claims 1, 8|claim 7|claim 5|claim 6|claim 10|claim 1-6, 8-10|claim 2|claim 1, 7|claim 1-5, 8-10|claim 9|claim 1|claim 8']",KRYVL23HLDFLYX5,205e8c5f57cc8330f8b6fb1f23320c12,X,False,,,
"1-2,4-14,16-24",2024-06-21,ETL_SYS,False,A1,False,2440,17745803,CTNF,2449,AOK,2025-01-13 14:32:11,2400,US,"['c. 103|section 102|fig. 4 [0082]|claim 7|claims 3 and 15|c. 102|section 151|fig. 4 [0060]|claim 15|claims 1-2, 4-14, 16-24|section 122|fig.4 [0060])|claim 2|claims 1-24|fig.3 [0049-0050]|claim 4|fig. 2a|claim 19|fig.4|claim 8|fig. 4|claim 16|fig.2d|claim 1|claim 6|claim 5|claim 9|claim 3']",LXKRJ0VXXBLUEX5,00a2177df278750804416be8303da02c,X,True,20220130274,Krishna Raju; Sathish,US 20220130274 A1
1-24,2024-06-21,ETL_SYS,False,,False,2440,17745803,CTNF,2449,AOK,2025-01-13 14:32:11,2400,,"['c. 103|section 102|fig. 4 [0082]|claim 7|claims 3 and 15|c. 102|section 151|fig. 4 [0060]|claim 15|claims 1-2, 4-14, 16-24|section 122|fig.4 [0060])|claim 2|claims 1-24|fig.3 [0049-0050]|claim 4|fig. 2a|claim 19|fig.4|claim 8|fig. 4|claim 16|fig.2d|claim 1|claim 6|claim 5|claim 9|claim 3']",LXKRJ0VXXBLUEX5,3b5422ad951df9fed6bc9435cf90394e,X,False,,,
1-20,2024-07-02,ETL_SYS,False,,False,2490,17860976,CTNF,2497,AOK,2025-01-13 14:32:11,2400,,"['c. 103|section 102|figure 1|figures 1|claim 11|claims 2, 3, 10, 11, 18|c. 102|claim 3|claims 1|c. 119|claim 7|claims 6, 8, 14|claim 1|claim 8|claim 5|claim 9|claim 2|claim 6|claim 4']",LXYUMQ9HXBLUEX8,efafbd9dba91df6288f97764ef6c81d8,X,False,,,
1-20,2024-07-03,ETL_SYS,False,,False,2430,17937821,CTNF,2431,AOK,2025-01-13 14:32:11,2400,,['c. 102 and 103|section 102|lines 1-5|figure 4)|claim 16|claims 1-20|c. 103|lines 1-21)|figure 1)|claim 1|claims 8 and 18|lines 1-12|figure 8)|claim 3|claims 1 and 13|lines 1-4)|claim 20|claims 7 and 17|lines 1-11)|claim 5|claims 3 and 15|lines 1-6|claim 6|lines 8-12|claim 4|lines 7-21)|claim 9|claim 2'],LY33IUOLBLUEX12,b95572ae19d91df86ba0d540483d0710,X,False,,,
"2-3,5,8-14",2020-07-28,ETL_SYS,False,,True,2460,16324529,CTNF,2463,#6: NPL was used in the rejection,2025-01-13 14:32:11,2400,,"['c. 371|figure 25|f.3d|table 1|claim 1|claims 1, 6|c. 103|figure 19 and 21)|claim 6|claims 3|claim 5|claims 1 - 14|claim 7|claims 2 and 9|claim 4|claims 5 and 12|claim 3|claim 8']",KD0ABSAARXEAPX0,1043baeefaeb9df24eb6f45623f9be29,X,False,,,
"9,18",2021-12-24,ETL_SYS,False,,False,2430,16358491,CTNF,2435,AOK,2025-01-13 14:32:11,2400,,"['paragraph 0031]|paragraphs 0043, 0044 and 0046-0055]|c. 103|section 102|claim 8|claims 5 and 14|claims 1, 10 and 19|claims 9 and 18|claims 3 and 12|claims 4 and 13|claims 7 and 16|claims 1-5, 7, 8, 10-14, 16, 17, 19 and 20|claims 1, 4, 10-14 and 16-20|claims 6 and 15|claims 1-5, 7-14 and 16-20|claims 2, 11 and 20']",KXHKTTJVLDFLYX4,9ce788bfd1d0db85a53586c89244bc23,X,False,,,
"1-5,7-8,10-14,16-17,19-20",2021-12-24,ETL_SYS,False,A1,False,2430,16358491,CTNF,2435,AOK,2025-01-13 14:32:11,2400,US,"['paragraph 0031]|paragraphs 0043, 0044 and 0046-0055]|c. 103|section 102|claim 8|claims 5 and 14|claims 1, 10 and 19|claims 9 and 18|claims 3 and 12|claims 4 and 13|claims 7 and 16|claims 1-5, 7, 8, 10-14, 16, 17, 19 and 20|claims 1, 4, 10-14 and 16-20|claims 6 and 15|claims 1-5, 7-14 and 16-20|claims 2, 11 and 20']",KXHKTTJVLDFLYX4,9958d4ab8cacb088662904136ce5dd1e,X,True,20130283397,Griffin; Dennis Eugene,US 20130283397 A1
1-16,2021-03-04,ETL_SYS,False,A1,False,2460,16371787,CTFR,2464,AOK,2025-01-13 14:32:11,2400,US,"['paragraph 0212|paragraphs 0219-0222|pages 6-9|c. 112|section 102|claim 11|claims 2-4, 6-8, 10-12 and 14-16|paragraph 0215|c. 103|claim 16|paragraph 0120|c. 102|claim 10|paragraph 0116|claim 1|claim 6|claim 8|claim 5|claim 2|claim 7|claim 3|claim 9|claim 4']",KLSECPHDDFLYX11,fd0a2fa4c9484bdbbceeda7608f4ba12,X,True,20060045059,Yun; Suk-jin,US 20060045059 A1
1-16,2021-03-04,ETL_SYS,False,,False,2460,16371787,CTFR,2464,AOK,2025-01-13 14:32:11,2400,,"['paragraph 0212|paragraphs 0219-0222|pages 6-9|c. 112|section 102|claim 11|claims 2-4, 6-8, 10-12 and 14-16|paragraph 0215|c. 103|claim 16|paragraph 0120|c. 102|claim 10|paragraph 0116|claim 1|claim 6|claim 8|claim 5|claim 2|claim 7|claim 3|claim 9|claim 4']",KLSECPHDDFLYX11,8c8f11983b48b0640e43259e26e85b1f,X,False,,,
